Age,Season,Seconds,Split,Watts
3.0,2003.0,1877.2,93.86,10.96
18.0,2008.0,2131.8900000000003,106.5945,60.01
23.0,2009.0,2168.09,108.40899999999999,68.117
26.0,2009.0,2192.8,109.63999999999999,75.2905
27.0,2010.0,2212.08,110.6,81.184
28.0,2010.0,2228.225,111.41250000000001,86.21
29.0,2011.0,2242.2,112.11000000000001,90.544
30.0,2011.0,2254.8,112.74000000000001,94.446
30.0,2011.0,2266.2,113.31,98.57
31.0,2012.0,2275.2049999999995,113.76050000000001,102.141
32.0,2012.0,2286.0,114.3,105.23
32.0,2012.0,2295.9,114.8,107.41799999999999
32.0,2013.0,2305.2,115.25999999999999,110.18
33.0,2013.0,2313.2,115.66,112.09
33.0,2013.0,2320.9,116.04999999999998,114.28900000000002
34.0,2014.0,2328.6,116.43,116.68
34.0,2014.0,2334.7,116.73,118.57
35.0,2014.0,2339.4,116.97,120.4
35.0,2014.0,2348.4,117.42,122.242
35.0,2015.0,2355.4,117.77,124.41
36.0,2015.0,2361.7,118.08,126.19
36.0,2015.0,2367.3,118.37,127.69
36.0,2015.0,2373.6,118.68,129.29
37.0,2015.0,2378.7,118.93,130.94
37.0,2016.0,2383.9,119.2,132.95
37.0,2016.0,2388.3,119.42,134.28
38.0,2016.0,2392.6,119.63,135.73
38.0,2016.0,2396.7,119.83,137.25
38.0,2016.0,2402.86,120.13999999999999,138.74
39.0,2016.0,2414.705,120.7305,140.59
39.0,2017.0,2423.8,121.19,142.51
39.0,2017.0,2431.0,121.55,143.69
40.0,2017.0,2438.0,121.9,144.81
40.0,2017.0,2444.9,122.25,146.02
40.0,2017.0,2450.7,122.53,147.27
40.0,2017.0,2456.4,122.82,148.57
41.0,2017.0,2462.6,123.13,149.88
41.0,2017.0,2470.6,123.53,151.49
41.0,2018.0,2477.6,123.88,152.77
42.0,2018.0,2483.6,124.18,153.92
42.0,2018.0,2489.4,124.47,155.12
42.0,2018.0,2495.7,124.78,156.37
42.0,2018.0,2501.4,125.07,157.81
43.0,2018.0,2508.1,125.4,159.24399999999994
43.0,2018.0,2514.5,125.73000000000002,160.53
43.0,2018.0,2519.3250000000003,125.97,161.98
44.0,2018.0,2527.8,126.38999999999999,163.38
44.0,2018.0,2534.6,126.73,164.26
44.0,2018.0,2541.6,127.08000000000001,165.3
44.0,2019.0,2548.205,127.41049999999998,166.58
45.0,2019.0,2554.9,127.75,167.87
45.0,2019.0,2561.6,128.08,169.21800000000002
45.0,2019.0,2568.1,128.41,170.54
46.0,2019.0,2573.6,128.68,171.96
46.0,2019.0,2578.3,128.91,173.35
46.0,2019.0,2585.675,129.28,175.09
46.0,2019.0,2593.4,129.67,176.1
47.0,2019.0,2600.2650000000003,130.0165,177.49
47.0,2019.0,2608.2,130.41,178.9
47.0,2019.0,2616.1549999999997,130.81,180.15
48.0,2019.0,2623.3,131.16,181.5
48.0,2019.0,2630.0,131.5,182.77
48.0,2020.0,2636.7,131.83,184.1
48.0,2020.0,2644.0,132.2,185.67
49.0,2020.0,2653.48,132.67,187.49
49.0,2020.0,2661.125,133.06,188.91
49.0,2020.0,2669.1,133.45,190.26
50.0,2020.0,2676.6,133.83,191.57
50.0,2020.0,2683.9,134.2,193.22
50.0,2020.0,2691.0,134.55,194.9
51.0,2020.0,2698.3,134.92,196.64
51.0,2020.0,2710.5,135.53,198.88749999999985
51.0,2020.0,2722.6,136.13,201.84
52.0,2020.0,2732.385,136.62,203.41
52.0,2020.0,2742.6,137.13,204.43
52.0,2020.0,2752.4,137.62,205.51
53.0,2020.0,2761.7,138.08,206.65
53.0,2020.0,2775.565,138.78,208.06
53.0,2020.0,2787.3,139.37,209.38
54.0,2021.0,2798.9,139.95,211.03
54.0,2021.0,2810.1,140.5,212.59
55.0,2021.0,2823.5,141.17,214.27
55.0,2021.0,2839.8899999999994,141.99899999999994,216.19
55.0,2021.0,2854.3,142.72,218.7
56.0,2021.0,2868.9799999999996,143.45,220.05
56.0,2021.0,2884.3,144.22,221.75
57.0,2021.0,2904.27,145.21699999999998,223.94
58.0,2021.0,2923.2,146.16,226.21
58.0,2021.0,2940.0599999999995,147.0,228.58
59.0,2021.0,2965.1100000000006,148.25100000000006,231.34
60.0,2021.0,2985.5,149.27,234.38
60.0,2021.0,3015.195,150.75950000000003,237.73700000000028
61.0,2021.0,3051.3,152.56,240.58
62.0,2021.0,3094.9550000000017,154.74700000000013,244.25
63.0,2021.0,3138.859999999999,156.94299999999996,248.39
64.0,2021.0,3190.5,159.53,253.08249999999998
65.0,2021.0,3255.1599999999994,162.75399999999993,258.7
67.0,2021.0,3337.8950000000004,166.89300000000003,265.56
70.0,2021.0,3451.3199999999997,172.56199999999998,274.70799999999986
73.0,2021.0,3600.0,180.0,288.9740000000002
120.0,2021.0,6345.0,317.25,423.28
